layer,channel,neuron_id,downstream_correct_count,downstream_total_activations,downstream_full_activation_count
conv4,86,conv4_86,824834,379648806,0
conv5,127,conv5_127,816733,334190713,5
conv3,177,conv3_177,825218,205200652,170
conv6,23,conv6_23,798645,254859535,0
conv8,275,conv8_275,674721,31496020,0
conv6,496,conv6_496,811313,233925746,0
conv7,430,conv7_430,577040,215038377,0
conv5,237,conv5_237,823598,362091408,0
conv5,419,conv5_419,804166,325956128,0
conv7,21,conv7_21,606224,225747682,0
conv3,16,conv3_16,794956,163808987,0
conv2,19,conv2_19,825230,191259836,0
conv5,378,conv5_378,825208,373745534,0
conv5,474,conv5_474,806710,351792296,3
conv6,55,conv6_55,737197,230681701,0
conv4,18,conv4_18,825102,378627738,0
conv6,231,conv6_231,747478,225435810,0
conv2,68,conv2_68,825230,199533828,1
conv3,184,conv3_184,802442,161381999,68
conv7,459,conv7_459,531650,185197279,0
conv5,192,conv5_192,762377,316410722,2
conv8,380,conv8_380,705157,39728321,0
conv7,32,conv7_32,605050,229283416,0
conv7,238,conv7_238,592497,197893544,0
conv7,51,conv7_51,559476,209557938,0
conv6,272,conv6_272,674505,201030118,0
conv3,187,conv3_187,825229,204028459,110
conv4,255,conv4_255,825196,392716800,0
conv3,214,conv3_214,823855,186049942,0
conv6,418,conv6_418,791643,253273624,0
conv6,179,conv6_179,782816,244250691,0
conv5,331,conv5_331,823026,350558584,0
conv5,148,conv5_148,824053,355463621,0
conv5,400,conv5_400,815419,333241541,1
conv5,345,conv5_345,821531,361076032,17
conv7,171,conv7_171,446836,159341349,0
conv6,440,conv6_440,780583,228732954,0
conv7,274,conv7_274,591092,221466109,0
conv6,28,conv6_28,792221,243306791,0
conv6,122,conv6_122,801503,257356573,0
conv7,427,conv7_427,548609,195975814,0
conv2,40,conv2_40,825230,191148272,49
conv3,26,conv3_26,825228,203784130,481
conv6,258,conv6_258,787454,249083549,0
conv5,435,conv5_435,824212,370854107,9
conv7,69,conv7_69,611913,223567980,0
conv5,76,conv5_76,817268,342627708,0
conv7,4,conv7_4,495987,179667012,0
conv6,399,conv6_399,814437,250955781,0
conv7,29,conv7_29,382161,143069388,0
conv7,41,conv7_41,671105,252057453,0
conv8,410,conv8_410,701266,38659297,0
conv5,488,conv5_488,824625,366413239,0
conv4,9,conv4_9,825214,386147581,0
conv7,162,conv7_162,581880,220712145,0
conv7,126,conv7_126,518044,191883738,0
conv5,89,conv5_89,798249,322326403,0
conv8,25,conv8_25,694769,38452878,0
conv3,99,conv3_99,825225,202189160,215
conv7,312,conv7_312,491774,184293303,0
conv5,104,conv5_104,804597,339392150,0
conv5,18,conv5_18,823138,378086897,0
conv8,480,conv8_480,592869,30284232,0
conv2,118,conv2_118,825230,201986583,48
conv7,181,conv7_181,524583,190793230,0
conv3,209,conv3_209,825228,199920578,0
conv8,16,conv8_16,786963,71408916,0
conv8,314,conv8_314,668417,33927398,0
conv5,263,conv5_263,792896,338384943,0
conv2,48,conv2_48,825230,187013962,1
conv6,431,conv6_431,667457,203130544,0
conv4,177,conv4_177,825223,386842672,1
conv3,81,conv3_81,825226,196093459,2
conv6,304,conv6_304,800242,258599182,0
conv5,311,conv5_311,800359,353891594,1
conv1,24,conv1_24,131313,15481972,108
conv4,215,conv4_215,825050,390838285,0
conv4,230,conv4_230,824545,385682229,0
conv6,166,conv6_166,739930,228049378,0
conv7,322,conv7_322,561772,196028087,0
conv8,217,conv8_217,665894,33778713,0
conv6,189,conv6_189,771765,237370451,0
conv7,438,conv7_438,485541,174931101,0
conv3,130,conv3_130,820811,196860267,39
conv4,39,conv4_39,825107,391345930,9
conv5,145,conv5_145,789801,336731616,6
conv4,252,conv4_252,824548,375922355,2
conv2,109,conv2_109,825230,194622242,0
conv8,225,conv8_225,683205,39295433,0
conv8,199,conv8_199,729606,46436651,0
conv5,91,conv5_91,818477,349177053,40
conv6,466,conv6_466,786881,241340944,0
conv8,497,conv8_497,700353,45789841,0
conv5,319,conv5_319,825111,359950755,9
conv6,168,conv6_168,793523,256785803,0
conv5,85,conv5_85,746267,322066576,0
conv8,501,conv8_501,758675,55451357,0
conv8,292,conv8_292,646463,34969272,0
conv5,84,conv5_84,799214,346351583,0
conv4,210,conv4_210,825172,388840232,29
conv4,115,conv4_115,825162,397505856,0
conv5,178,conv5_178,817920,344785097,1
conv5,367,conv5_367,788196,348077208,0
conv6,203,conv6_203,797182,255235665,0
conv5,13,conv5_13,817584,350310673,14
conv8,301,conv8_301,735816,47000232,0
conv3,3,conv3_3,824289,190017222,25
conv2,10,conv2_10,825203,181693629,0
conv8,162,conv8_162,725574,48858613,0
conv4,157,conv4_157,825189,387450564,0
conv7,103,conv7_103,583522,208752240,0
conv1,37,conv1_37,825197,85925343,32
conv8,483,conv8_483,563624,22379802,0
conv7,357,conv7_357,582245,216783000,0
conv8,425,conv8_425,739426,50736582,0
conv6,428,conv6_428,642149,190126948,0
conv4,133,conv4_133,825133,380208179,0
conv6,297,conv6_297,774622,249774262,0
conv3,22,conv3_22,825229,200692430,0
conv6,343,conv6_343,773047,240013015,0
conv8,132,conv8_132,581931,31941912,0
conv6,456,conv6_456,772457,247619940,0
conv7,183,conv7_183,471211,181100446,0
conv8,399,conv8_399,504423,24986118,0
conv7,5,conv7_5,497805,182102882,0
conv3,151,conv3_151,825200,203339751,77
conv8,468,conv8_468,729861,50087551,0
conv5,373,conv5_373,762895,312319211,0
conv6,251,conv6_251,791463,251060085,0
conv5,325,conv5_325,823464,353565205,1
conv7,191,conv7_191,681679,236226317,0
conv8,101,conv8_101,668821,38677550,0
conv6,474,conv6_474,801796,250727037,0
conv5,506,conv5_506,731050,297609356,0
conv8,55,conv8_55,655125,29050787,0
conv3,200,conv3_200,825228,204190586,805
conv7,118,conv7_118,601423,224322650,0
conv6,15,conv6_15,748949,225645972,0
conv8,288,conv8_288,685252,39946989,0
conv6,100,conv6_100,779369,238007124,0
conv4,81,conv4_81,822619,368581551,0
conv6,393,conv6_393,768569,244400607,0
conv5,181,conv5_181,824397,371200350,0
conv3,6,conv3_6,825222,195330266,10
conv7,174,conv7_174,567021,196910218,0
conv6,501,conv6_501,811331,260131217,0
conv6,492,conv6_492,816510,264807784,0
conv8,343,conv8_343,704045,40049117,0
conv5,120,conv5_120,780298,329734893,0
conv5,86,conv5_86,769688,302170350,0
conv6,364,conv6_364,716926,223374629,0
conv4,202,conv4_202,825138,387632627,0
conv3,10,conv3_10,825229,200112165,0
conv8,140,conv8_140,641315,38877720,0
conv3,171,conv3_171,825226,203289341,1
conv7,472,conv7_472,640142,226440473,0
conv3,191,conv3_191,821696,180441601,61
conv5,155,conv5_155,816125,348153533,1
conv2,37,conv2_37,825178,185716440,0
conv3,127,conv3_127,825183,194926099,1
conv7,266,conv7_266,699146,260069864,1
conv5,344,conv5_344,809070,347766691,2
conv8,222,conv8_222,646617,35403513,0
conv5,321,conv5_321,822944,356330809,0
conv8,284,conv8_284,689097,42179392,0
conv8,215,conv8_215,642206,40491013,0
conv7,60,conv7_60,599675,213659119,0
conv5,407,conv5_407,825016,379346024,0
conv4,0,conv4_0,816954,337088340,3
conv8,464,conv8_464,495782,21827105,0
conv6,319,conv6_319,813723,238430142,0
conv8,254,conv8_254,578624,33211537,0
conv7,22,conv7_22,620877,229342527,0
conv5,430,conv5_430,823257,368558133,0
conv5,352,conv5_352,806931,347949307,0
conv7,298,conv7_298,631195,220620494,0
conv3,206,conv3_206,824049,185032467,4
conv2,0,conv2_0,825230,199717529,2
conv8,340,conv8_340,631760,36201291,0
conv3,213,conv3_213,825224,195541950,0
conv7,448,conv7_448,403346,149810632,0
conv3,170,conv3_170,823012,195717708,51
conv7,300,conv7_300,474974,177761397,0
conv3,161,conv3_161,825221,203739744,13
conv8,358,conv8_358,673633,39048352,0
conv4,228,conv4_228,825174,389011947,0
conv8,213,conv8_213,685647,36085364,0
conv5,348,conv5_348,804088,332684415,0
conv7,189,conv7_189,556413,202835322,0
conv8,194,conv8_194,681814,51028521,0
conv4,170,conv4_170,825218,394298867,0
conv7,218,conv7_218,557225,207330112,0
conv5,392,conv5_392,818979,356837523,0
conv7,480,conv7_480,531916,197185022,0
conv7,201,conv7_201,521439,184626619,0
conv7,169,conv7_169,483703,180689174,0
conv6,445,conv6_445,763825,237706153,0
conv3,113,conv3_113,803266,162306727,0
conv2,96,conv2_96,825230,205232429,3370
conv7,131,conv7_131,581073,215731044,0
conv7,349,conv7_349,441462,160059406,0
conv7,232,conv7_232,558826,206619327,0
conv5,309,conv5_309,818465,370839739,0
conv6,164,conv6_164,737706,215978953,0
conv8,260,conv8_260,686324,35478924,0
conv7,350,conv7_350,522896,192388229,0
conv4,225,conv4_225,825119,387537149,1
conv7,115,conv7_115,599765,201155406,0
conv7,493,conv7_493,477207,174883249,0
conv2,94,conv2_94,825209,186386319,0
conv4,186,conv4_186,825223,382871065,0
conv8,243,conv8_243,600668,38988189,0
conv6,232,conv6_232,777130,241674812,0
conv7,398,conv7_398,484011,183213611,0
conv6,30,conv6_30,792218,252691453,0
conv8,498,conv8_498,534202,21310278,0
conv8,475,conv8_475,644789,31047528,0
conv6,353,conv6_353,788221,249142127,0
conv7,66,conv7_66,622919,234043138,0
conv5,137,conv5_137,825128,371589364,0
conv6,155,conv6_155,784596,224422132,0
conv8,203,conv8_203,750327,46768958,0
conv7,194,conv7_194,638660,223064456,0
conv2,38,conv2_38,825230,186529387,0
conv8,419,conv8_419,646847,31431682,0
conv8,440,conv8_440,730775,40372186,0
conv2,105,conv2_105,825230,187021846,14
conv6,295,conv6_295,748983,227693788,0
conv6,415,conv6_415,731036,229290203,0
conv1,22,conv1_22,817366,85272103,140
conv6,493,conv6_493,769490,234992495,0
conv8,6,conv8_6,605651,32579468,0
conv5,176,conv5_176,821278,370146604,1
conv5,78,conv5_78,824222,373376248,1
conv5,170,conv5_170,818253,359493890,0
conv7,417,conv7_417,478783,180376790,0
conv6,479,conv6_479,740080,237097933,0
conv6,485,conv6_485,734288,227155331,0
conv6,57,conv6_57,787989,230484569,0
conv6,211,conv6_211,797389,249043061,0
conv2,27,conv2_27,825228,197637042,46
conv8,417,conv8_417,581776,28853554,0
conv5,115,conv5_115,824766,378713568,0
conv8,272,conv8_272,637412,40328312,0
conv6,228,conv6_228,760777,229416345,0
conv5,58,conv5_58,823023,377952767,1
conv6,79,conv6_79,789267,234993231,0
conv1,6,conv1_6,825230,91641165,73
conv1,52,conv1_52,825230,96641668,220
conv5,376,conv5_376,824860,371065159,0
conv6,136,conv6_136,790858,250286289,0
conv3,104,conv3_104,817247,172279907,0
conv5,327,conv5_327,801634,354326369,0
conv6,239,conv6_239,745981,228807853,0
conv3,186,conv3_186,825220,199059453,40
conv6,94,conv6_94,668057,204965909,0
conv5,440,conv5_440,802827,345856887,0
conv6,246,conv6_246,751744,232550935,0
conv8,474,conv8_474,745701,43384694,0
conv7,389,conv7_389,533505,193323172,0
conv5,411,conv5_411,823958,365171878,0
conv8,477,conv8_477,639804,35256141,0
conv6,12,conv6_12,698151,213485608,0
conv6,196,conv6_196,757702,231553674,0
conv6,315,conv6_315,792908,248395226,0
conv3,70,conv3_70,825228,200774046,0
conv6,434,conv6_434,768592,239246704,0
conv7,465,conv7_465,492072,167638280,0
conv5,27,conv5_27,592137,239747041,0
conv3,148,conv3_148,825230,205149195,2090
conv8,507,conv8_507,714738,39103607,0
conv6,371,conv6_371,809514,259349863,0
conv8,508,conv8_508,711564,46130450,0
conv3,46,conv3_46,825067,197729084,0
conv4,50,conv4_50,825066,382071318,2
conv4,182,conv4_182,825215,384495547,0
conv7,58,conv7_58,506394,188590104,0
conv7,132,conv7_132,480428,178030031,0
conv8,37,conv8_37,776259,55271098,0
conv6,326,conv6_326,682698,211668524,0
conv6,288,conv6_288,772666,239157314,0
conv7,467,conv7_467,585897,220224750,0
conv2,82,conv2_82,825227,194658561,0
conv3,165,conv3_165,825216,197954241,0
conv8,504,conv8_504,677595,40348078,0
conv6,249,conv6_249,748055,235553151,0
conv8,487,conv8_487,660649,37662487,0
conv5,473,conv5_473,824227,378027560,0
conv6,261,conv6_261,784282,241654737,0
conv3,5,conv3_5,817606,174876127,0
conv7,200,conv7_200,521966,184712124,0
conv7,256,conv7_256,524105,186043096,0
conv3,172,conv3_172,825230,197743787,0
conv5,381,conv5_381,800241,348494698,1
conv2,31,conv2_31,825229,200302997,16
conv5,57,conv5_57,823973,367365807,0
conv3,141,conv3_141,825226,204205288,46
conv4,19,conv4_19,824473,387180397,0
conv5,75,conv5_75,784476,325680596,0
conv6,174,conv6_174,770434,234567250,0
conv2,83,conv2_83,825229,201953510,0
conv5,130,conv5_130,818151,347974792,0
conv6,37,conv6_37,767292,236089762,0
conv5,16,conv5_16,825178,379918320,0
conv5,131,conv5_131,795000,351824946,3
conv6,388,conv6_388,722367,221658349,0
conv8,312,conv8_312,723027,47305611,0
conv5,158,conv5_158,820234,349132530,0
conv3,45,conv3_45,825087,184909964,35
conv5,448,conv5_448,821171,356073406,0
conv5,317,conv5_317,824875,372257554,0
conv7,147,conv7_147,648283,240695540,0
conv8,90,conv8_90,573710,28038370,0
conv7,387,conv7_387,531394,196077803,0
conv8,195,conv8_195,618826,43013935,0
conv8,461,conv8_461,672377,36825448,0
conv8,489,conv8_489,589510,28865636,0
conv6,504,conv6_504,739398,223882475,0
conv6,236,conv6_236,730358,226717077,0
conv7,65,conv7_65,486555,181465710,0
conv3,57,conv3_57,825223,202622877,42
conv2,26,conv2_26,825229,196697586,0
conv4,205,conv4_205,825181,389668000,0
conv7,466,conv7_466,568988,199728458,0
conv2,104,conv2_104,825230,196197405,1
conv4,124,conv4_124,824985,391656034,0
conv5,60,conv5_60,733257,307495653,1
conv6,60,conv6_60,768466,245033701,0
conv7,432,conv7_432,443933,155382941,0
conv5,510,conv5_510,824858,372651924,0
conv7,180,conv7_180,529974,198125429,0
conv4,112,conv4_112,825195,395079561,23
conv4,188,conv4_188,823369,381285744,0
conv8,185,conv8_185,609216,33053299,0
conv7,393,conv7_393,537594,197234353,0
conv3,33,conv3_33,825229,197907393,1
conv5,273,conv5_273,823418,369201198,6
conv8,319,conv8_319,615593,31985740,0
conv7,406,conv7_406,564810,207015161,0
conv4,198,conv4_198,823560,365886092,3
conv7,164,conv7_164,744540,263693516,0
conv7,199,conv7_199,461970,169021812,0
conv6,429,conv6_429,708922,212479181,0
conv7,82,conv7_82,500770,181809739,0
conv4,159,conv4_159,825094,378853127,0
conv4,108,conv4_108,825210,365909121,0
conv7,471,conv7_471,616183,225537498,0
conv8,115,conv8_115,656437,34575965,0
conv5,50,conv5_50,811866,352903199,0
conv3,39,conv3_39,825213,195298161,0
conv8,442,conv8_442,636385,40524139,0
conv3,88,conv3_88,825215,205925612,843
conv5,135,conv5_135,823702,367362005,0
conv3,80,conv3_80,825230,200746721,106
conv5,54,conv5_54,796136,349931001,0
conv2,92,conv2_92,825128,190079209,45
conv5,383,conv5_383,804985,351855076,0
conv7,3,conv7_3,479923,176654234,0
conv7,434,conv7_434,552822,201450009,0
conv7,507,conv7_507,626907,237244719,0
conv4,16,conv4_16,825168,386124848,0
conv2,23,conv2_23,825226,192761816,1
conv6,208,conv6_208,775792,243161812,0
conv5,333,conv5_333,782171,333913365,8
conv8,361,conv8_361,743478,47284945,0
conv4,38,conv4_38,796677,318284581,18
conv8,69,conv8_69,644333,38602415,0
conv3,176,conv3_176,825207,188424322,2
conv3,119,conv3_119,742386,145454379,41
conv7,508,conv7_508,540283,204754227,0
conv6,308,conv6_308,751207,230981210,0
conv4,60,conv4_60,825225,395247464,1
conv5,41,conv5_41,825087,370248193,0
conv5,380,conv5_380,813599,347108904,0
conv7,217,conv7_217,500756,183107428,0
conv3,210,conv3_210,825226,205036328,209
conv7,142,conv7_142,666906,237592300,0
conv4,116,conv4_116,825223,392396725,1
conv4,227,conv4_227,820180,367535131,0
conv3,234,conv3_234,821617,164537427,32
conv6,64,conv6_64,783035,248993097,0
conv6,503,conv6_503,787542,249495922,0
conv1,43,conv1_43,825229,101968142,4183
conv6,257,conv6_257,794797,253193326,0
conv8,407,conv8_407,600665,28091396,0
conv3,73,conv3_73,825228,205026050,53
conv8,117,conv8_117,628302,34831365,0
conv6,160,conv6_160,742522,227179628,0
conv7,492,conv7_492,663977,254130031,0
conv1,47,conv1_47,825156,83984257,3
conv8,10,conv8_10,660822,33967998,0
conv7,323,conv7_323,560079,206343237,0
conv7,505,conv7_505,555319,208118475,0
conv5,421,conv5_421,808954,354626568,1
conv6,325,conv6_325,761190,235368455,0
conv6,198,conv6_198,717180,224224120,0
conv1,50,conv1_50,825230,92066022,145
conv5,268,conv5_268,810026,343982449,4
conv6,506,conv6_506,742246,226760690,0
conv6,224,conv6_224,755532,230852917,0
conv6,438,conv6_438,659956,193089578,0
conv4,102,conv4_102,825015,389852972,0
conv8,221,conv8_221,700541,37452949,0
conv8,0,conv8_0,766433,52954073,0
conv6,376,conv6_376,762616,239134785,0
conv6,330,conv6_330,814386,134463124,0
conv7,338,conv7_338,500493,185161520,0
conv3,31,conv3_31,825193,197071288,6
conv8,169,conv8_169,663805,37752570,0
conv7,457,conv7_457,546786,200775118,0
conv5,187,conv5_187,824320,372132485,0
conv4,249,conv4_249,822383,373114663,0
conv6,213,conv6_213,758698,223761417,0
conv5,285,conv5_285,819058,363133122,0
conv7,413,conv7_413,490573,180260928,0
conv1,29,conv1_29,825167,83929792,20
conv8,325,conv8_325,726572,41612354,0
conv2,12,conv2_12,819459,176870941,15
conv3,105,conv3_105,782624,159502821,138
conv5,507,conv5_507,823735,344635128,2
conv8,103,conv8_103,647889,36622972,0
conv8,459,conv8_459,650234,32277776,0
conv6,111,conv6_111,724165,226383715,0
conv5,461,conv5_461,824073,361167674,0
conv4,106,conv4_106,825179,374981957,3
conv5,427,conv5_427,800370,346749894,1
conv8,466,conv8_466,631148,31641426,0
conv6,235,conv6_235,716740,216076934,0
conv7,431,conv7_431,490484,185783091,0
conv6,385,conv6_385,800876,261270266,0
conv7,177,conv7_177,517862,179537963,0
conv4,66,conv4_66,821470,361734186,96
conv2,3,conv2_3,825228,200478351,3
conv4,172,conv4_172,825221,388435346,0
conv8,345,conv8_345,624585,28950198,0
conv3,13,conv3_13,823897,190140303,14
conv7,56,conv7_56,428190,151009082,0
conv5,4,conv5_4,818072,371240726,0
conv8,441,conv8_441,753115,50977106,0
conv1,48,conv1_48,285117,28445725,8
conv6,314,conv6_314,773370,234896780,0
conv7,6,conv7_6,618842,223591757,0
conv7,70,conv7_70,632313,235543008,0
conv6,384,conv6_384,774109,239598248,0
conv6,195,conv6_195,787057,252968477,0
conv6,120,conv6_120,801977,254238896,0
conv6,146,conv6_146,740422,229025107,0
conv6,275,conv6_275,737964,226898076,0
conv8,420,conv8_420,728995,44839476,0
conv3,62,conv3_62,825227,202841516,221
conv7,267,conv7_267,616584,232851537,0
conv4,197,conv4_197,825174,380934950,1
conv3,121,conv3_121,825223,195918634,52
conv5,64,conv5_64,780871,335761074,71
conv7,411,conv7_411,520400,193566383,0
conv7,80,conv7_80,553404,202794315,0
conv5,24,conv5_24,824818,375379161,1
conv8,235,conv8_235,667166,39298072,0
conv4,211,conv4_211,824832,374815070,0
conv6,206,conv6_206,776299,249005962,0
conv8,189,conv8_189,649203,38549082,0
conv7,98,conv7_98,485281,176452785,0
conv4,47,conv4_47,825185,395303134,1
conv5,46,conv5_46,814869,361084813,0
conv8,143,conv8_143,709360,41903041,0
conv8,192,conv8_192,709554,46619145,0
conv3,84,conv3_84,808343,171041163,0
conv6,450,conv6_450,805064,254560113,0
conv6,238,conv6_238,734338,230571682,0
conv5,5,conv5_5,824180,357731140,0
conv2,60,conv2_60,825230,136222371,0
conv6,161,conv6_161,802250,255637138,0
conv6,446,conv6_446,800312,254151447,0
conv5,458,conv5_458,824395,346834160,1
conv4,61,conv4_61,825061,391156363,0
conv4,89,conv4_89,825169,379879183,0
conv7,59,conv7_59,509677,185672294,0
conv8,269,conv8_269,682459,35039964,0
conv5,460,conv5_460,745751,309094692,0
conv6,234,conv6_234,798361,246282045,0
conv5,495,conv5_495,811090,353487304,1
conv1,54,conv1_54,825230,91458011,5
conv5,42,conv5_42,824503,371455560,3
conv5,87,conv5_87,799779,340455359,0
conv5,142,conv5_142,822102,370775978,127
conv3,108,conv3_108,825217,202645469,74
conv5,275,conv5_275,776035,303557594,0
conv7,449,conv7_449,631588,222338478,0
conv8,265,conv8_265,636812,34627325,0
conv6,242,conv6_242,766043,235141559,0
conv8,337,conv8_337,645488,38091586,0
conv1,25,conv1_25,774358,72434101,49
conv7,26,conv7_26,620325,226307795,0
conv3,169,conv3_169,825229,203042508,0
conv7,197,conv7_197,556404,210432347,0
conv8,219,conv8_219,695815,41754209,0
conv1,8,conv1_8,825230,94376558,13
conv8,148,conv8_148,751291,51903392,0
conv7,71,conv7_71,541637,195514676,0
conv8,87,conv8_87,669773,34108193,0
conv8,206,conv8_206,674397,40851893,0
conv6,357,conv6_357,778760,251615926,0
conv7,44,conv7_44,426842,148276270,0
conv5,217,conv5_217,825018,358761398,0
conv5,88,conv5_88,769567,335302816,1
conv7,479,conv7_479,697459,267043791,0
conv4,48,conv4_48,825114,370390512,0
conv5,399,conv5_399,813012,344885176,0
conv6,264,conv6_264,800367,246199781,0
conv6,199,conv6_199,728311,223736638,0
conv5,388,conv5_388,824830,344384201,0
conv8,465,conv8_465,616282,29150421,0
conv4,113,conv4_113,825197,385965227,0
conv4,121,conv4_121,246541,101656729,2
conv3,145,conv3_145,825230,201282765,10
conv6,233,conv6_233,764131,230955406,0
conv4,77,conv4_77,824451,394058259,0
conv6,102,conv6_102,769372,250129532,0
conv6,457,conv6_457,770814,233756886,0
conv1,59,conv1_59,825230,96696997,140
conv4,154,conv4_154,825221,387835354,0
conv6,296,conv6_296,683280,204194453,0
conv3,149,conv3_149,825222,202296088,1
conv5,194,conv5_194,820979,373297565,55
conv5,253,conv5_253,815556,339888074,0
conv8,372,conv8_372,604662,34909485,0
conv7,184,conv7_184,619590,209983191,0
conv5,66,conv5_66,793318,327575902,1
conv6,324,conv6_324,755936,229874643,0
conv5,305,conv5_305,824447,369366634,0
conv4,248,conv4_248,825198,375108842,0
conv5,433,conv5_433,822864,354778153,0
conv7,371,conv7_371,604994,223261906,0
conv5,68,conv5_68,800628,354962262,0
conv4,196,conv4_196,825171,394461789,0
conv8,160,conv8_160,679956,39359005,0
conv8,493,conv8_493,607331,30894215,0
conv6,89,conv6_89,748891,229928486,0
conv4,204,conv4_204,824997,376119811,0
conv5,487,conv5_487,820665,350396049,0
conv5,224,conv5_224,816638,369279927,0
conv3,48,conv3_48,825228,204017615,255
conv4,246,conv4_246,825218,388342010,0
conv7,486,conv7_486,442315,150243597,0
conv5,444,conv5_444,824077,350576751,0
conv6,148,conv6_148,740581,230057206,0
conv4,93,conv4_93,825210,387076471,0
conv7,386,conv7_386,538045,197531294,0
conv6,509,conv6_509,770721,244805282,0
conv5,101,conv5_101,819888,367967642,0
conv5,490,conv5_490,820901,357492946,0
conv8,427,conv8_427,650849,34687209,0
conv7,129,conv7_129,571203,216265027,0
conv6,342,conv6_342,750986,207242437,0
conv6,106,conv6_106,780454,241633431,0
conv5,122,conv5_122,825206,376708625,0
conv6,444,conv6_444,739841,225203262,0
conv8,484,conv8_484,763628,60747587,0
conv8,228,conv8_228,753561,48372793,0
conv8,490,conv8_490,592352,32172077,0
conv7,93,conv7_93,660156,231585312,0
conv6,39,conv6_39,795049,247318391,0
conv8,281,conv8_281,664734,35684024,0
conv1,20,conv1_20,825230,103182124,65843
conv6,97,conv6_97,769313,234500938,0
conv5,32,conv5_32,817671,367250718,1
conv7,9,conv7_9,528962,184149452,0
conv6,185,conv6_185,736818,223935925,0
conv6,410,conv6_410,773218,232312915,0
conv6,188,conv6_188,762201,230294938,0
conv6,105,conv6_105,718865,219226044,0
conv8,181,conv8_181,663529,41004850,0
conv6,349,conv6_349,744037,228888645,0
conv6,147,conv6_147,748731,229919180,0
conv6,375,conv6_375,776634,241790287,0
conv4,5,conv4_5,825191,389732588,11
conv7,491,conv7_491,616828,221927691,0
conv6,475,conv6_475,787845,250288706,0
conv7,127,conv7_127,550660,198659911,0
conv7,117,conv7_117,580403,213094918,0
conv7,224,conv7_224,521414,197709237,1
conv2,32,conv2_32,825229,193562641,128
conv2,112,conv2_112,825222,197152792,37
conv1,32,conv1_32,825230,91855550,0
conv8,397,conv8_397,668348,41967481,0
conv8,418,conv8_418,600282,26839813,0
conv8,77,conv8_77,589511,31825899,0
conv8,51,conv8_51,646926,7992861,0
conv8,362,conv8_362,686819,42875064,0
conv6,104,conv6_104,787224,250748635,0
conv6,486,conv6_486,778003,239884993,0
conv5,79,conv5_79,811589,342457087,0
conv7,337,conv7_337,513589,185868819,0
conv5,107,conv5_107,758437,300221509,0
conv4,220,conv4_220,825072,387283500,0
conv5,470,conv5_470,825208,379667539,0
conv8,300,conv8_300,635761,30832745,0
conv2,8,conv2_8,825160,186587704,0
conv7,317,conv7_317,481798,182031828,0
conv5,103,conv5_103,792296,348683579,7
conv8,198,conv8_198,605811,33827519,0
conv8,481,conv8_481,597429,34130354,0
conv6,352,conv6_352,759750,233317395,0
conv7,301,conv7_301,497533,193252834,0
conv8,120,conv8_120,626756,37286218,0
conv4,193,conv4_193,825201,381146646,1
conv4,163,conv4_163,808636,358925516,0
conv5,296,conv5_296,819630,344785993,0
conv5,500,conv5_500,772314,315195995,0
conv8,152,conv8_152,666448,39255785,0
conv8,240,conv8_240,631794,36597622,0
conv8,12,conv8_12,687558,40361734,0
conv8,293,conv8_293,614143,32009445,0
conv7,144,conv7_144,543323,201290134,0
conv4,58,conv4_58,825215,398795057,1
conv7,290,conv7_290,517112,186450591,0
conv4,216,conv4_216,825076,392006364,0
conv6,508,conv6_508,746673,224590292,0
conv7,370,conv7_370,595293,217841075,0
conv7,258,conv7_258,582887,215751193,0
conv4,51,conv4_51,825113,378179925,0
conv7,495,conv7_495,505886,188150706,0
conv3,11,conv3_11,825218,193634046,12
conv5,226,conv5_226,796621,347518486,0
conv8,488,conv8_488,656563,35209214,0
conv7,294,conv7_294,557384,205409041,0
conv3,25,conv3_25,825159,201617852,63
conv8,381,conv8_381,636912,33579467,0
conv8,210,conv8_210,734869,46078282,0
conv5,432,conv5_432,819355,360939470,0
conv6,356,conv6_356,740210,225013351,0
conv7,223,conv7_223,636567,234283780,0
conv3,9,conv3_9,807725,170181318,0
conv8,331,conv8_331,726992,44825806,0
conv6,192,conv6_192,726718,220384988,0
conv6,207,conv6_207,813861,261280959,0
conv4,44,conv4_44,825046,375590999,0
conv3,52,conv3_52,825144,193263974,13
conv5,110,conv5_110,824925,376520119,0
conv5,156,conv5_156,825197,374791107,0
conv6,77,conv6_77,794857,256317138,0
conv3,91,conv3_91,825228,202224292,77
conv3,132,conv3_132,820130,170025789,9
conv4,14,conv4_14,824431,387005602,2
conv8,26,conv8_26,573185,25446215,0
conv6,87,conv6_87,751480,228223224,0
conv2,74,conv2_74,825229,192597115,0
conv8,409,conv8_409,684271,45106148,0
conv6,43,conv6_43,789421,245682417,0
conv3,203,conv3_203,824525,180380885,48
conv6,402,conv6_402,766324,235440825,0
conv4,43,conv4_43,822513,367510519,0
conv3,68,conv3_68,825215,200837323,93
conv6,417,conv6_417,739872,223563227,0
conv7,353,conv7_353,529480,177402534,0
conv3,82,conv3_82,825220,195906929,1
conv5,456,conv5_456,783039,347344350,1
conv5,231,conv5_231,821914,360662467,0
conv4,169,conv4_169,824231,382859245,0
conv7,325,conv7_325,629716,234303342,0
conv3,207,conv3_207,825230,200528299,1
conv5,431,conv5_431,806030,350240999,0
conv6,279,conv6_279,798010,257448038,0
conv7,478,conv7_478,576541,211866822,0
